"treatment","mean_cells","sd_cells","n_cells","SE_cells"
"ascl1",3.01758011466667,0.436251469820111,3,0.251869903535011
"dnrbpj_ascl1",1.21135804533333,0.0992389017521002,3,0.0572956066406579
"nicd_ascl1",6.625140931,0.560217838545382,3,0.323441919889006
"pcig",2.14303426333333,1.02264976477217,3,0.590427116977919
